code,theme,name,price,rating,pieces,vip_points,URL,scraped_on
41809,DOTS,Hedwig™ Pencil Holder,19.99,,518.0,130,https://www.lego.com/en-us/product/hedwig-pencil-holder-41809,2023-04-23
41811,DOTS,Hogwarts™ Desktop Kit,44.99,2.3,856.0,292,https://www.lego.com/en-us/product/hogwarts-desktop-kit-41811,2023-04-23
41947,DOTS,Mickey & Friends Bracelets Mega Pack,34.99,,349.0,227,https://www.lego.com/en-us/product/mickey--friends-bracelets-mega-pack-41947,2023-04-23
41948,DOTS,Cute Banana Pen Holder,19.99,,438.0,130,https://www.lego.com/en-us/product/cute-banana-pen-holder-41948,2023-04-23
41950,DOTS,Lots of DOTS – Lettering,19.99,4.7,722.0,130,https://www.lego.com/en-us/product/lots-of-dots--lettering-41950,2023-04-23
41951,DOTS,Message Board,19.99,4.8,531.0,130,https://www.lego.com/en-us/product/message-board-41951,2023-04-23
41957,DOTS,Adhesive Patches Mega Pack,34.99,,486.0,227,https://www.lego.com/en-us/product/adhesive-patches-mega-pack-41957,2023-04-23
41959,DOTS,Cute Panda Tray,19.99,,517.0,130,https://www.lego.com/en-us/product/cute-panda-tray-41959,2023-04-23
41960,DOTS,Big Box,34.99,,479.0,227,https://www.lego.com/en-us/product/big-box-41960,2023-04-23
41961,DOTS,Designer Toolkit - Patterns,64.99,,1096.0,422,https://www.lego.com/en-us/product/designer-toolkit---patterns-41961,2023-04-23
41962,DOTS,Unicorn Creative Family Pack,39.99,5.0,707.0,260,https://www.lego.com/en-us/product/unicorn-creative-family-pack-41962,2023-04-23
41963,DOTS,Mickey Mouse & Minnie Mouse Stitch-on Patch,5.99,4.6,95.0,39,https://www.lego.com/en-us/product/mickey-mouse--minnie-mouse-stitch-on-patch-41963,2023-04-23
41964,DOTS,Mickey Mouse & Minnie Mouse Back-to-School Project Box,44.99,,669.0,292,https://www.lego.com/en-us/product/mickey-mouse--minnie-mouse-back-to-school-project-box-41964,2023-04-23
42127,Technic™,THE BATMAN - BATMOBILE™,99.99,,1360.0,650,https://www.lego.com/en-us/product/the-batman-batmobile-42127,2023-04-23
43187,Disney™,Rapunzel's Tower,64.99,4.9,369.0,422,https://www.lego.com/en-us/product/rapunzels-tower-43187,2023-04-23
43189,Disney™,Elsa and the Nokk Storybook Adventures,19.99,4.6,125.0,130,https://www.lego.com/en-us/product/elsa-and-the-nokk-storybook-adventures-43189,2023-04-23
43193,Disney™,"Ariel, Belle, Cinderella and Tiana's Storybook Adventures",24.99,4.8,130.0,130,https://www.lego.com/en-us/product/ariel-belle-cinderella-and-tianas-storybook-adventures-43193,2023-04-23
43194,Disney™,Anna and Elsa's Frozen Wonderland,44.99,4.9,154.0,292,https://www.lego.com/en-us/product/anna-and-elsas-frozen-wonderland-43194,2023-04-23
43196,Disney™,Belle and the Beast's Castle,89.99,4.9,505.0,585,https://www.lego.com/en-us/product/belle-and-the-beasts-castle-43196,2023-04-23
43197,Frozen,The Ice Castle,219.99,4.4,1709.0,1430,https://www.lego.com/en-us/product/the-ice-castle-43197,2023-04-23
43198,Disney™,Anna’s Castle Courtyard,9.99,,74.0,65,https://www.lego.com/en-us/product/annas-castle-courtyard-43198,2023-04-23
43199,Disney™,Elsa’s Castle Courtyard,9.99,4.7,53.0,65,https://www.lego.com/en-us/product/elsas-castle-courtyard-43199,2023-04-23
43202,Disney™,The Madrigal House,49.99,4.4,587.0,325,https://www.lego.com/en-us/product/the-madrigal-house-43202,2023-04-23
43203,Disney™,"Aurora, Merida and Tiana’s Enchanted Creations",69.99,3.6,558.0,455,https://www.lego.com/en-us/product/aurora-merida-and-tianas-enchanted-creations-43203,2023-04-23
43205,Disney™,Ultimate Adventure Castle,99.99,4.9,698.0,650,https://www.lego.com/en-us/product/ultimate-adventure-castle-43205,2023-04-23
43206,Disney™,Cinderella and Prince Charming's Castle,89.99,,365.0,585,https://www.lego.com/en-us/product/cinderella-and-prince-charmings-castle-43206,2023-04-23
43207,Disney™,Ariel’s Underwater Palace,99.99,4.9,498.0,650,https://www.lego.com/en-us/product/ariels-underwater-palace-43207,2023-04-23
43208,Disney™,Jasmine and Mulan’s Adventure,44.99,,176.0,292,https://www.lego.com/en-us/product/jasmine-and-mulans-adventure-43208,2023-04-23
43209,Disney™,Elsa and the Nokk’s Ice Stable,14.99,4.8,53.0,97,https://www.lego.com/en-us/product/elsa-and-the-nokks-ice-stable-43209,2023-04-23
43210,Disney™,Moana's Wayfinding Boat,34.99,4.9,321.0,227,https://www.lego.com/en-us/product/moanas-wayfinding-boat-43210,2023-04-23
43211,Disney™,Aurora's Castle,44.99,4.9,187.0,292,https://www.lego.com/en-us/product/auroras-castle-43211,2023-04-23
43212,Disney™,Disney Celebration Train,39.99,4.7,200.0,260,https://www.lego.com/en-us/product/disney-celebration-train-43212,2023-04-23
43213,Disney™,The Little Mermaid Story Book,19.99,,134.0,130,https://www.lego.com/en-us/product/tbd-disney-princess-3-2023-43213,2023-04-23
43214,Disney™,Twirling Rapunzel,9.99,4.7,89.0,65,https://www.lego.com/en-us/product/twirling-rapunzel-43214,2023-04-23
43215,Disney™,The Enchanted Treehouse,159.99,,1016.0,1040,https://www.lego.com/en-us/product/tbd-disney-princess-5-2023-43215,2023-04-23
43216,Disney™,Princess Enchanted Journey,64.99,4.8,320.0,422,https://www.lego.com/en-us/product/princess-enchanted-journey-43216,2023-04-23
43217,Disney™,‘Up’ House,59.99,4.4,598.0,390,https://www.lego.com/en-us/product/up-house-43217,2023-04-23
43219,Disney™,Disney Princess Creative Castles,34.99,5.0,140.0,227,https://www.lego.com/en-us/product/disney-princess-creative-castles-43219,2023-04-23
43220,Disney™,Peter Pan & Wendy's Storybook Adventure,19.99,,111.0,130,https://www.lego.com/en-us/product/peter-pan--wendys-storybook-adventure-43220,2023-04-23
43221,Disney™,100 Years of Disney Animation Icons,59.99,,1022.0,390,https://www.lego.com/en-us/product/tbd-disney-animation-4-2023-43221,2023-04-23
43225,Disney™,The Little Mermaid Royal Clamshell,159.99,,1808.0,1040,https://www.lego.com/en-us/product/the-little-mermaid-royal-clamshell-43225,2023-04-23
43229,Disney™,Ariel's Treasure Chest,44.99,,370.0,292,https://www.lego.com/en-us/product/43229,2023-04-23
45002,LEGO® Education,Tech Machines,239.95,,95.0,1560,https://www.lego.com/en-us/product/tech-machines-45002,2023-04-23
45005,LEGO® Education,StoryTales,159.95,,109.0,1040,https://www.lego.com/en-us/product/storytales-45005,2023-04-23
45018,LEGO® Education,"Build Me ""Emotions""",94.95,,188.0,617,https://www.lego.com/en-us/product/build-me-emotions-45018,2023-04-23
45024,LEGO® Education,STEAM Park,209.95,5.0,295.0,1365,https://www.lego.com/en-us/product/steam-park-45024,2023-04-23
45025,DUPLO®,Coding Express,239.95,3.5,234.0,1560,https://www.lego.com/en-us/product/coding-express-45025,2023-04-23
45026,LEGO® Education,Tubes,169.95,3.8,150.0,1105,https://www.lego.com/en-us/product/tubes-45026,2023-04-23
45028,LEGO® Education,LEGO® Education My XL World,284.95,,480.0,1852,https://www.lego.com/en-us/product/lego-education-my-xl-world-45028,2023-04-23
45345,LEGO® Education,LEGO® Education SPIKE™ Essential Set,319.95,,449.0,2080,https://www.lego.com/en-us/product/lego-education-spike-essential-set-45345,2023-04-23
45400,LEGO® Education,LEGO® Education BricQ Motion Prime Set,133.95,,564.0,871,https://www.lego.com/en-us/product/lego-education-bricq-motion-prime-set-45400,2023-04-23
45401,LEGO® Education,LEGO® Education BricQ Motion Essential Set,133.95,,523.0,871,https://www.lego.com/en-us/product/lego-education-bricq-motion-essential-set-45401,2023-04-23
45609,LEGO® Education,LEGO® Technic™ Small Hub,214.95,,2.0,1397,https://www.lego.com/en-us/product/lego-technic-small-hub-45609,2023-04-23
45612,LEGO® Education,LEGO® Technic™ Small Hub Battery,69.95,,1.0,455,https://www.lego.com/en-us/product/lego-technic-small-hub-battery-45612,2023-04-23
45678,LEGO® Education,LEGO® Education SPIKE™ Prime Set,399.95,4.3,528.0,2600,https://www.lego.com/en-us/product/lego-education-spike-prime-set-45678,2023-04-23
45681,LEGO® Education,LEGO® Education SPIKE™ Prime Expansion Set,133.95,,604.0,871,https://www.lego.com/en-us/product/lego-education-spike-prime-expansion-set-45681,2023-04-23
51515,MINDSTORMS®,Robot Inventor,359.99,3.9,949.0,2340,https://www.lego.com/en-us/product/robot-inventor-51515,2023-04-23
60205,City,Tracks,19.99,,20.0,130,https://www.lego.com/en-us/product/tracks-60205,2023-04-23
60238,City,Switch Tracks,15.99,4.3,8.0,104,https://www.lego.com/en-us/product/switch-tracks-60238,2023-04-23
60253,City,Ice-Cream Truck,19.99,4.8,200.0,130,https://www.lego.com/en-us/product/ice-cream-truck-60253,2023-04-23
60283,City,Holiday Camper Van,19.99,4.8,190.0,130,https://www.lego.com/en-us/product/holiday-camper-van-60283,2023-04-23
60287,City,Tractor,19.99,4.8,148.0,130,https://www.lego.com/en-us/product/tractor-60287,2023-04-23
60304,City,Road Plates,19.99,2.4,112.0,130,https://www.lego.com/en-us/product/road-plates-60304,2023-04-23
60312,City,Police Car,9.99,4.4,94.0,65,https://www.lego.com/en-us/product/police-car-60312,2023-04-23
60313,City,Space Ride Amusement Truck,49.99,4.9,433.0,325,https://www.lego.com/en-us/product/space-ride-amusement-truck-60313,2023-04-23
60314,City,Ice Cream Truck Police Chase,39.99,4.8,317.0,260,https://www.lego.com/en-us/product/ice-cream-truck-police-chase-60314,2023-04-23
60315,City,Police Mobile Command Truck,49.99,4.8,436.0,325,https://www.lego.com/en-us/product/police-mobile-command-truck-60315,2023-04-23
60316,City,Police Station,69.99,4.7,668.0,455,https://www.lego.com/en-us/product/police-station-60316,2023-04-23
60317,City,Police Chase at the Bank,99.99,4.5,915.0,650,https://www.lego.com/en-us/product/police-chase-at-the-bank-60317,2023-04-23
60318,City,Fire Helicopter,9.99,4.9,53.0,65,https://www.lego.com/en-us/product/fire-helicopter-60318,2023-04-23
60319,City,Fire Rescue & Police Chase,39.99,4.8,295.0,260,https://www.lego.com/en-us/product/fire-rescue--police-chase-60319,2023-04-23
60320,City,Fire Station,69.99,4.7,540.0,455,https://www.lego.com/en-us/product/fire-station-60320,2023-04-23
60321,City,Fire Brigade,99.99,,766.0,650,https://www.lego.com/en-us/product/fire-brigade-60321,2023-04-23
60322,City,Race Car,9.99,5.0,46.0,65,https://www.lego.com/en-us/product/race-car-60322,2023-04-23
60323,City,Stunt Plane,9.99,4.9,59.0,65,https://www.lego.com/en-us/product/stunt-plane-60323,2023-04-23
60324,City,Mobile Crane,39.99,4.8,340.0,260,https://www.lego.com/en-us/product/mobile-crane-60324,2023-04-23
60325,City,Cement Mixer Truck,19.99,4.9,85.0,130,https://www.lego.com/en-us/product/cement-mixer-truck-60325,2023-04-23
60327,City,Horse Transporter,29.99,4.6,196.0,195,https://www.lego.com/en-us/product/horse-transporter-60327,2023-04-23
60330,City,Hospital,119.99,4.7,816.0,780,https://www.lego.com/en-us/product/hospital-60330,2023-04-23
60332,City,Reckless Scorpion Stunt Bike,7.99,4.5,15.0,52,https://www.lego.com/en-us/product/reckless-scorpion-stunt-bike-60332,2023-04-23
60333,City,Bathtub Stunt Bike,7.99,4.4,14.0,52,https://www.lego.com/en-us/product/bathtub-stunt-bike-60333,2023-04-23
60335,City,Train Station,99.99,4.4,907.0,650,https://www.lego.com/en-us/product/train-station-60335,2023-04-23
60336,City,Freight Train,199.99,4.9,1153.0,1300,https://www.lego.com/en-us/product/freight-train-60336,2023-04-23
60337,City,Express Passenger Train,189.99,4.7,764.0,1235,https://www.lego.com/en-us/product/express-passenger-train-60337,2023-04-23
60338,City,Smashing Chimpanzee Stunt Loop,69.99,4.5,226.0,455,https://www.lego.com/en-us/product/smashing-chimpanzee-stunt-loop-60338,2023-04-23
60339,City,Double Loop Stunt Arena,159.99,4.5,598.0,1040,https://www.lego.com/en-us/product/double-loop-stunt-arena-60339,2023-04-23
60341,City,The Knockdown Stunt Challenge,34.99,4.7,117.0,227,https://www.lego.com/en-us/product/the-knockdown-stunt-challenge-60341,2023-04-23
60342,City,The Shark Attack Stunt Challenge,34.99,4.4,122.0,227,https://www.lego.com/en-us/product/the-shark-attack-stunt-challenge-60342,2023-04-23
60343,City,Rescue Helicopter Transport,29.99,3.6,215.0,195,https://www.lego.com/en-us/product/rescue-helicopter-transport-60343,2023-04-23
60346,City,Barn & Farm Animals,69.99,4.0,230.0,455,https://www.lego.com/en-us/product/barn-farm-animals-60346,2023-04-23
60348,City,Lunar Roving Vehicle,39.99,4.8,275.0,260,https://www.lego.com/en-us/product/lunar-roving-vehicle-60348,2023-04-23
60349,City,Lunar Space Station,79.99,4.9,500.0,520,https://www.lego.com/en-us/product/lunar-space-station-60349,2023-04-23
60350,City,Lunar Research Base,129.99,4.8,786.0,845,https://www.lego.com/en-us/product/lunar-research-base-60350,2023-04-23
60351,City,Rocket Launch Center,159.99,4.6,1010.0,1040,https://www.lego.com/en-us/product/rocket-launch-center-60351,2023-04-23
60352,City,LEGO® City Advent Calendar,34.99,3.1,287.0,227,https://www.lego.com/en-us/product/lego-city-advent-calendar-60352,2023-04-23
60353,City,Wild Animal Rescue Missions,39.99,4.7,246.0,260,https://www.lego.com/en-us/product/wild-animal-rescue-missions-60353,2023-04-23
60354,City,Mars Spacecraft Exploration Missions,39.99,4.3,298.0,260,https://www.lego.com/en-us/product/mars-spacecraft-exploration-missions-60354,2023-04-23
60355,City,Water Police Detective Missions,39.99,4.6,278.0,260,https://www.lego.com/en-us/product/water-police-detective-missions-60355,2023-04-23
60356,City,Bear Stunt Bike,7.99,5.0,10.0,52,https://www.lego.com/en-us/product/bear-stunt-bike-60356,2023-04-23
60357,City,Stunt Truck & Ring of Fire Challenge,59.99,5.0,479.0,390,https://www.lego.com/en-us/product/stunt-truck--ring-of-fire-challenge-60357,2023-04-23
60358,City,Cyber Stunt Bike,7.99,,13.0,52,https://www.lego.com/en-us/product/cyber-stunt-bike-60358,2023-04-23
60359,City,Dunk Stunt Ramp Challenge,29.99,4.7,144.0,195,https://www.lego.com/en-us/product/dunk-stunt-ramp-challenge-60359,2023-04-23
60360,City,Spinning Stunt Challenge,39.99,4.8,117.0,260,https://www.lego.com/en-us/product/spinning-stunt-challenge-60360,2023-04-23
60361,City,Ultimate Stunt Riders Challenge,99.99,5.0,385.0,650,https://www.lego.com/en-us/product/ultimate-stunt-riders-challenge-60361,2023-04-23
60369,City,Mobile Police Dog Training,29.99,,197.0,195,https://www.lego.com/en-us/product/mobile-police-dog-training-60369,2023-04-23
60370,City,Police Station Chase,39.99,4.8,172.0,260,https://www.lego.com/en-us/product/police-station-chase-60370,2023-04-23
60371,City,Emergency Vehicles HQ,69.99,5.0,706.0,455,https://www.lego.com/en-us/product/emergency-vehicles-hq-60371,2023-04-23
60372,City,Police Training Academy,99.99,4.8,823.0,650,https://www.lego.com/en-us/product/police-training-academy-60372,2023-04-23
60373,City,Fire Rescue Boat,29.99,4.9,144.0,195,https://www.lego.com/en-us/product/fire-rescue-boat-60373,2023-04-23
60374,City,Fire Command Truck,64.99,4.9,502.0,422,https://www.lego.com/en-us/product/fire-command-truck-60374,2023-04-23
60375,City,Fire Station and Fire Truck,39.99,5.0,153.0,260,https://www.lego.com/en-us/product/fire-station-and-fire-truck-60375,2023-04-23
60382,City,Vet Van Rescue,9.99,4.5,58.0,65,https://www.lego.com/en-us/product/vet-van-rescue-60382,2023-04-23
60383,City,Electric Sports Car,9.99,4.8,95.0,65,https://www.lego.com/en-us/product/electric-sports-car-60383,2023-04-23
60384,City,Penguin Slushy Van,19.99,5.0,194.0,130,https://www.lego.com/en-us/product/penguin-slushy-van-60384,2023-04-23
60385,City,Construction Digger,19.99,4.9,148.0,130,https://www.lego.com/en-us/product/construction-digger-60385,2023-04-23
60386,City,Recycling Truck,29.99,,261.0,195,https://www.lego.com/en-us/product/recycling-truck-60386,2023-04-23
60387,City,4x4 Off-Roader Adventures,29.99,4.7,252.0,195,https://www.lego.com/en-us/product/4x4-off-roader-adventures-60387,2023-04-23
60388,City,Gaming Tournament Truck,39.99,4.7,344.0,260,https://www.lego.com/en-us/product/gaming-tournament-truck-60388,2023-04-23
60389,City,Custom Car Garage,59.99,4.9,507.0,390,https://www.lego.com/en-us/product/custom-car-garage-60389,2023-04-23
60390,City,Park Tractor,9.99,,86.0,65,https://www.lego.com/en-us/product/park-tractor-60390,2023-04-23
60392,City,Police Bike Car Chase,9.99,4.7,59.0,65,https://www.lego.com/en-us/product/police-bike-car-chase-60392,2023-04-23
60393,City,4x4 Fire Truck Rescue,9.99,4.7,97.0,65,https://www.lego.com/en-us/product/4x4-fire-truck-rescue-60393,2023-04-23
60394,City,ATV and Otter Habitat,9.99,4.6,90.0,65,https://www.lego.com/en-us/product/atv-and-otter-habitat-60394,2023-04-23
66733,Minifigures,LEGO® Minifigures Series 24 6 Pack,29.94,,51.0,195,https://www.lego.com/en-us/product/lego-minifigures-series-24-6-pack-66733,2023-04-23
66734,Minifigures,Minifigures Disney 100 6 Pack,29.94,,46.0,195,https://www.lego.com/en-us/product/tbd-minifigures-ip1-2023-6-pack-66734,2023-04-23
71033,Minifigures,The Muppets,4.99,3.6,6.0,32,https://www.lego.com/en-us/product/tbd-minifigures-ip1-2022-71033,2023-04-23
71034,Minifigures,Series 23,4.99,,8.0,26,https://www.lego.com/en-us/product/tbd-minifigures-series-23-2022-71034,2023-04-23
71037,Minifigures,LEGO® Minifigures Series 24,4.99,3.0,8.0,32,https://www.lego.com/en-us/product/lego-minifigures-series-24-71037,2023-04-23
71038,Minifigures,LEGO® Minifigures Disney 100,4.99,,8.0,32,https://www.lego.com/en-us/product/tbd-minifigures-ip1-2023-71038,2023-04-23
71040,Disney™,The Disney Castle,349.99,4.7,4080.0,1820,https://www.lego.com/en-us/product/the-disney-castle-71040,2023-04-23
71043,Harry Potter™,Hogwarts™ Castle,469.99,4.7,6020.0,3055,https://www.lego.com/en-us/product/hogwarts-castle-71043,2023-04-23
71360,LEGO® Super Mario™,Adventures with Mario Starter Course,59.99,3.8,231.0,390,https://www.lego.com/en-us/product/adventures-with-mario-starter-course-71360,2023-04-23
71374,LEGO® Super Mario™,Nintendo Entertainment System™,269.99,4.8,2646.0,1755,https://www.lego.com/en-us/product/nintendo-entertainment-system-71374,2023-04-23
71387,LEGO® Super Mario™,Adventures with Luigi Starter Course,59.99,4.6,280.0,390,https://www.lego.com/en-us/product/adventures-with-luigi-starter-course-71387,2023-04-23
71388,LEGO® Super Mario™,Boss Sumo Bro Topple Tower Expansion Set,29.99,4.7,231.0,136,https://www.lego.com/en-us/product/tbd-leaf-9-2021-71388,2023-04-23
71390,LEGO® Super Mario™,Reznor Knockdown Expansion Set,69.99,4.8,862.0,318,https://www.lego.com/en-us/product/tbd-leaf-11-2021-71390,2023-04-23
71395,LEGO® Super Mario™,Super Mario 64™ Question Mark Block,199.99,,2064.0,1300,https://www.lego.com/en-us/product/super-mario-64-question-mark-block-71395,2023-04-23
71396,LEGO® Super Mario™,Bowser Jr.'s Clown Car Expansion Set,9.99,4.6,84.0,52,https://www.lego.com/en-us/product/bowser-jrs-clown-car-expansion-set-71396,2023-04-23
71397,LEGO® Super Mario™,Luigi’s Mansion™ Lab and Poltergust Expansion Set,29.99,4.7,179.0,156,https://www.lego.com/en-us/product/luigis-mansion-lab-and-poltergust-expansion-set-71397,2023-04-23
71398,LEGO® Super Mario™,Dorrie’s Beachfront Expansion Set,29.99,4.9,229.0,156,https://www.lego.com/en-us/product/dorries-beachfront-expansion-set-71398,2023-04-23
71401,LEGO® Super Mario™,Luigi’s Mansion™ Haunt-and-Seek Expansion Set,79.99,4.9,877.0,416,https://www.lego.com/en-us/product/luigis-mansion-haunt-and-seek-expansion-set-71401,2023-04-23
71403,LEGO® Super Mario™,Adventures with Peach Starter Course,59.99,4.6,354.0,390,https://www.lego.com/en-us/product/tbd-leaf-8-2022-71403,2023-04-23
71404,LEGO® Super Mario™,Goomba’s Shoe Expansion Set,9.99,4.0,76.0,65,https://www.lego.com/en-us/product/tbd-leaf-9-2022-71404,2023-04-23
71405,LEGO® Super Mario™,Fuzzy Flippers Expansion Set,19.99,4.7,154.0,104,https://www.lego.com/en-us/product/tbd-leaf-10-2022-71405,2023-04-23
71406,LEGO® Super Mario™,Yoshi’s Gift House Expansion Set,29.99,4.8,246.0,195,https://www.lego.com/en-us/product/tbd-leaf-11-2022-71406,2023-04-23
71407,LEGO® Super Mario™,Cat Peach Suit and Frozen Tower Expansion Set,79.99,,494.0,520,https://www.lego.com/en-us/product/tbd-leaf-12-2022-71407,2023-04-23
71408,LEGO® Super Mario™,Peach’s Castle Expansion Set,129.99,4.3,1216.0,845,https://www.lego.com/en-us/product/tbd-leaf-13-2022-71408,2023-04-23
